653255,3,0,6097.01968205029
1086968,4,0,7158.7741810526295
9485996,3,0,3502.050179000462
8030386,4,0,6820.895084226182
9113860,1,0,3686.570707967805
8448535,3,0,7463.045634917966
5673020,4,0,4698.888081196399
7604900,4,0,7137.317271016933
4524867,1,0,6173.876056505807
9090327,1,0,5185.89941279137
8823636,3,0,6143.193316164085
7335027,2,0,6396.195997097527
2815393,1,0,3222.568176478187
4428456,0,0,4701.258494484615
4695868,1,0,4858.006472850544
4292591,2,0,4004.645977081278
4575472,4,0,6289.6157416481265
9591980,3,0,7505.603201128071
3069947,0,0,6264.43316843751
9415352,2,0,2714.4004502381486
480698,2,0,4497.6466011699285
8952912,2,0,4118.329566551505
1222860,3,0,6923.643136615068
846671,2,0,4245.643202053308
8861078,2,0,7139.05694948076
9886029,0,0,6757.269395612904
8300886,1,0,7264.958702749902
5647029,4,0,3544.86704526865
6516223,1,0,7115.690279059497
641473,4,0,7723.081806863665
3263284,2,0,4480.864898870993
1001884,1,0,3039.7140682778327
8105403,4,0,7794.859772523562
1998860,1,0,3784.2660463358698
8497400,4,0,5893.7044453383605
472638,3,0,6484.470645902647
3720039,4,0,4885.34925517919
4832977,4,0,4450.659151816382
4480104,1,0,3320.169587242374
3110604,4,0,6375.504778526316
7355916,1,0,6176.495769993264
6865166,1,0,7474.9656355810075
7927364,2,0,4436.537949105304
139393,4,0,3236.0017290814985
3851279,2,0,3798.3916284521993
1817160,4,0,3053.346053139026
2621733,3,0,3079.183991653366
3326433,0,0,3865.71327675311
9288697,3,0,6511.514898239468
9013893,1,0,4092.1149617765186
7123386,3,0,5693.540734742093
4370318,3,0,2786.445552165138
4579526,4,0,6637.43323746675
2813049,3,0,7316.096148461359
6401540,1,0,7279.163431096422
5000634,1,0,4167.7565565714485
6983788,1,0,3231.3650884992794
8739437,1,0,5822.788475814157
6718842,2,0,3600.286738903171
4666087,2,0,5607.952137113747
6955384,4,0,6678.279359204593
3847798,1,0,3775.2009300215523
9608521,3,0,3635.6973926954433
2228950,3,0,5317.983747314051
8032198,3,0,6262.826746796576
3439248,1,0,5695.828160994366
540280,2,0,5882.285179535254
5328462,4,0,6032.57790499516
2499545,4,0,5966.653836405522
3745886,4,0,5032.856890438496
3590002,1,0,5751.9085833432155
7352941,4,0,5261.948933430493
4696948,4,0,5978.784803194283
6067949,1,0,4371.594266565006
7624708,4,0,4613.989908701645
481345,4,0,2742.43225184717
4113681,1,0,3922.1997914757803
5037009,1,0,7860.81339650923
5326161,2,0,5034.523297381114
3871020,3,0,6393.142954350259
2394222,3,0,7599.273948144622
1589558,2,0,4417.609836791222
7786180,3,0,6113.430265790154
1833334,2,0,3984.3566446718733
6203257,2,0,4908.733634066944
5660631,1,0,7611.281015135728
6013694,2,0,3030.260050818586
1281963,4,0,4733.9293230537
9265880,2,0,6244.204895341908
5423407,3,0,6182.633917030877
6981909,0,0,5488.164628827366
3660421,4,0,4113.489659952649
3594454,4,0,4049.455565081844
8455799,3,0,3170.5033406598955
9939657,1,0,7090.387694348538
2933801,0,0,7634.371065210583
2778754,2,0,5910.4219554356705
6279835,1,0,4321.162471505357
6791408,4,0,7245.017992828213
5391612,2,0,6744.9261614356765
6064978,3,0,7402.92107965719
2991845,3,0,7252.593180052968
1717811,1,0,3074.95163500527
154625,4,0,3904.3187452881475
4044851,0,0,2922.373149644981
499324,1,0,4623.727287014845
9294401,4,0,3347.944328530851
591802,1,0,7715.556908370681
9554944,3,0,6061.380656281815
5759191,4,0,7987.476967354944
5101085,0,0,4123.315947179122
2232731,2,0,6632.670757695956
466706,0,0,5839.91749710757
5455904,4,0,4980.308307165507
6483927,1,0,6639.882240578543
6824461,4,0,5172.098267025793
1623924,0,0,5986.244954493307
6756755,0,0,2983.5436533577226
9308590,3,0,3411.3776475507057
5221468,1,0,3835.9480807782347
1283025,3,0,6166.5186278780475
1698715,0,0,4882.333207406344
8471855,0,0,4815.207756884796
